Company,Ticker,Sector,Current Close,Open,Previous Close,Price Change (%),Beta,P/E Ratio,Market Cap,52-Week High,52-Week Low,Dividend Yield,Average Volume,RSI Score,Price Change (%)_normalized,Beta_normalized,P/E Ratio_normalized,Market Cap_normalized,Dividend Yield_normalized,RSI Score_normalized,score
Livedeal,LIVE,Consumer Cyclical,22.25,21.54,22.21,0.18,0.842,,69954664.0,29.9,20.67,,7736.0,25.296265297890443,0.43386363636363634,0.9999399673247816,,2.018748503327668e-05,,0.2529626529789044,0.01568009806635149
Lakeland Financial Corp.,LKFN,Financial Services,58.48,59.17,58.4,0.137,0.668,16.154697,1491438848.0,73.22,44.47,0.0328,96583.0,40.08024416466784,0.433375,0.999938745464273,0.0,0.0004303998039426955,0.02233335616907584,0.4008024416466784,0.2996825749971178
Lkq Corp.,LKQ,Consumer Cyclical,41.76,41.56,41.45,0.748,1.29,13.470967,11140564992.0,59.38,39.72,0.0287,1995318.0,40.72963746694999,0.4403181818181818,0.9999431132644819,0.0,0.0032149474306644703,0.019524559841063233,0.40729637466949986,0.30173909759145806
Lemaitre Vascular,LMAT,Healthcare,82.86,83.7768,83.17,-0.373,0.886,54.874172,1859883904.0,84.15,44.27,0.0077,130696.0,63.19230895055387,0.42757954545454546,0.9999402763010021,0.0,0.0005367257852752255,0.005138042063437693,0.6319230895055388,0.28883956727818894
Limoneira Co,LMNR,Consumer Defensive,19.76,19.74,19.725,0.177,0.471,,355897376.0,22.72,13.88,0.0152,43181.0,40.064744868269734,0.43382954545454544,0.9999373620934672,,0.00010270491595867634,0.010276084126875385,0.40064744868269736,0.047275672662345516
Manhattan Bridge Capital Inc,LOAN,Real Estate,5.44,5.38,5.35,1.682,0.551,10.88,62226528.0,5.51,4.27,0.0836,21147.0,81.81008986735898,0.4509318181818182,0.9999379238684137,0.0,1.7957297300560158e-05,0.057135027745427135,0.8181008986735898,0.2654546018845289
Local Corporation,LOCM,Communication Services,0.0002,0.0002,0.0002,0.0,-48.58,,35499.0,0.0002,0.0001,,72.0,,0.4318181818181818,0.9995929168072187,,1.0192078703594533e-08,,,0.06481343661121328
Logitech International S.A.,LOGI,Technology,94.94,94.38,93.85,1.161,0.566,24.5323,14567973888.0,102.59,60.37,0.0136,467945.0,24.81108559324359,0.4450113636363637,0.9999380292012161,0.0,0.004204030085895006,0.009179968486675343,0.2481108559324359,0.26863646951774467
Grand Canyon Education,LOPE,Consumer Defensive,143.15,143.94,143.31,-0.112,0.663,20.049019,4257051904.0,156.56,103.29,,193157.0,52.57015825019802,0.4305454545454545,0.9999387103533388,0.0,0.001228501223344717,,0.5257015825019802,0.30957048076842275
Lpl Investment Holdings Inc.,LPLA,Financial Services,272.52,276.01,276.01,-1.264,0.902,20.536547,20359667712.0,289.88,200.18,0.0044,514783.0,29.767773746741952,0.4174545454545454,0.9999403886559914,0.0,0.005875398772721281,0.0028773035555251084,0.29767773746741955,0.27332269103444373
The Middleby Corp.,MIDD,Industrials,119.85,120.04,119.13,0.604,1.609,16.692202,6444154880.0,161.01,109.59,,510157.0,25.862053389281,0.4386818181818182,0.9999453533420809,0.0,0.0018596560357422999,,0.25862053389281003,0.2677178097752009
Mitcham Industries,MIND,Technology,4.3,4.21,4.25,1.176,1.16,,6044854.0,75.0,4.01,,15350.0,8.206184054850354,0.4451818181818182,0.9999422003801939,,1.7443734909534198e-06,,0.08206184054850355,-0.016804404763696865
Mitek Systems Inc,MITK,Technology,11.1,10.98,10.96,1.277,1.093,,519375680.0,16.24,9.47,,648227.0,29.01753343377905,0.44632954545454545,0.9999417298936761,,0.00014988153243464193,,0.2901753343377905,0.025005313849615768
Mks Instruments,MKSI,Technology,136.06,135.2,134.07,1.484,1.647,,9142769664.0,139.2,63.44,0.0064999997,893436.0,50.85769638688583,0.4486818181818182,0.9999456201851805,,0.002638423074340515,0.00431595512776598,0.5085769638688583,0.06671935126797025
Marketaxess Holdings,MKTX,Financial Services,204.4,204.5,204.65,-0.122,1.026,30.014683,7746126336.0,297.97,192.42,0.0145000005,431729.0,51.00406019507145,0.4304318181818182,0.9999412594071585,0.0,0.002235379336874458,0.009796533876824005,0.5100406019507145,0.31474537110546624
Mesa Laboratories,MLAB,Technology,95.16,92.86,91.48,4.023,0.859,,514719520.0,145.46,82.86,0.0067000003,42427.0,29.79492165305564,0.4775340909090909,0.9999400867019577,,0.00014853785642873762,0.00445296999383435,0.2979492165305564,0.03213139605668888
Moduslink Global Solutions Inc,MLNK,Technology,21.94,21.4,21.39,2.571,1.019,,1682989056.0,25.88,14.89,,261013.0,82.59617311085283,0.46103409090909087,0.9999412102518507,,0.0004856774186328224,,0.8259617311085283,0.004017214131336183
Martin Midstream Partners L.P.,MMLP,Energy,3.25,3.25,3.25,0.0,2.226,32.5,126753576.0,3.42,1.98,0.0062,78803.0,51.48581752572974,0.4318181818181818,0.9999496860313557,0.0,3.657853156429599e-05,0.004110433650750154,0.5148581752572974,0.3126318682014387
Merit Medical Systems,MMSI,Healthcare,84.39,86.01,85.53,-1.333,0.881,48.5,4903540224.0,87.44,62.58,,362775.0,59.436465410317496,0.41667045454545454,0.999940241190068,0.0,0.001415065010603186,,0.594364654103175,0.29377511974323667
Makemytrip Limited,MMYT,Consumer Cyclical,86.66,86.15,85.95,0.826,1.305,49.8046,9513708544.0,89.83,26.99,,722444.0,43.88551029323287,0.44120454545454546,0.9999432185972843,0.0,0.002745468724127683,,0.4388551029323287,0.30423192741733196
Mind C.T.I. Ltd,MNDO,Technology,1.89,1.88,1.89,0.0,0.813,7.56,38332600.0,2.28,1.82,0.127,28313.0,45.35777698944246,0.4318181818181818,0.9999397636813634,0.0,1.1061980614620377e-05,0.08686716448585326,0.4535777698944246,0.322868843978708
Mannkind Corp.,MNKD,Healthcare,5.39,5.2,5.13,5.068,1.318,134.75,1467783168.0,5.75,3.17,,2276954.0,77.7583426977386,0.4894090909090909,0.9999433098857131,0.0,0.0004235732409338318,,0.777583426977386,0.26794270457640845
Medicinova,MNOV,Healthcare,1.4,1.39,1.42,-1.408,0.724,,68664680.0,2.66,1.26,,24704.0,64.31184137088428,0.4158181818181818,0.9999391387067353,,1.9815221075680622e-05,,0.6431184137088428,0.033757112182392746
Monro Muffler Brake,MNRO,Consumer Cyclical,22.48,22.68,22.57,-0.399,1.123,19.050848,672621824.0,43.65,22.27,0.0498,659898.0,37.741347002146135,0.4272840909090909,0.999941940559281,0.0,0.0001941053492042886,0.033979584846201276,0.37741347002146136,0.2963964410888885
Monster Beverage Corp,MNST,Consumer Defensive,50.18,49.55,49.75,0.864,0.757,31.759493,49449029632.0,61.23,47.13,,10151724.0,57.16015250058105,0.4416363636363636,0.999939370438901,0.0,0.014270015289114786,,0.5716015250058105,0.3033582140293138
Manitex International,MNTX,Industrials,4.02,4.18,4.12,-2.427,0.785,8.553191,81863280.0,9.16,3.72,,80068.0,8.851945682092719,0.4042386363636364,0.9999395670601322,0.0,2.3624076899262443e-05,,0.08851945682092718,0.2283480925204076
Midwestone Financial Group,MOFG,Financial Services,21.58,21.94,21.43,0.7,1.023,14.882758,339999360.0,27.78,19.19,0.044899996,40603.0,50.484476954381414,0.4397727272727273,0.9999412383405979,0.0,9.811706188135019e-05,0.030622727957799547,0.5048447695438142,0.3211371886458345
Morningstar,MORN,Financial Services,299.13,300.95,300.95,-0.605,1.175,60.187126,12786491392.0,316.06,198.75,0.0054,104659.0,47.504324463618644,0.42494318181818186,0.9999423057129962,0.0,0.0036899293494912448,0.003562375830650134,0.47504324463618647,0.3098373637297441
Move Inc,MOVE,Healthcare,0.325,0.33,0.319,1.881,0.112,,31936158.0,1.5,0.24,,170663.0,60.722767301462696,0.4531931818181818,0.9999348411283948,,9.216093523421056e-06,,0.607227673014627,0.04654088016631474
Motorcar Parts Of America,MPAA,Consumer Cyclical,5.88,5.81,5.82,1.031,1.43,,115614912.0,10.4,4.36,,119806.0,31.02045234204813,0.4435340909090909,0.9999440963706382,,3.336413267022229e-05,,0.3102045234204813,0.028579945096663097
Mid Penn Bancorp,MPB,Financial Services,21.63,21.43,21.24,1.836,0.582,9.363636,360989536.0,25.64,18.63,0.037,46606.0,55.73521853041632,0.4526818181818182,0.9999381415562054,0.0,0.00010417441297128452,0.025210659724600945,0.5573521853041632,0.3114905708970369
Monolithic Power Systems,MPWR,Technology,851.82,843.91,841.65,1.208,1.115,102.014366,41459781632.0,856.3,392.1,0.0058999998,484345.0,71.63173825820287,0.4455454545454545,0.9999418843817863,0.0,0.011964475779557754,0.0039049118311981915,0.7163173825820287,0.27555158317142925
Monroe Capital Corporation,MRCC,Financial Services,7.44,7.39,7.38,0.813,1.096,744.0,161197280.0,8.85,6.69,0.1344,64927.0,46.010997759933424,0.4410568181818182,0.9999417509602365,0.0,4.651830567413556e-05,0.09193669932177843,0.46010997759933425,0.32657833484603904
Mercury Computer Systems,MRCY,Industrials,30.1,29.46,29.17,3.188,0.678,,1786314624.0,40.95,25.31,,625024.0,45.17277971602597,0.4680454545454546,0.9999388156861414,,0.00051549514107321,,0.45172779716025974,0.06061004555936332
Merge Healthcare Incorporated.,MRGE,Energy,0.0085,0.01,0.01,-15.0,-0.545,,4315569.0,0.08,0.002,,55881.0,43.69753191812169,0.26136363636363635,0.9999302275516468,,1.2453359231142026e-06,,0.4369753191812169,0.02660671106921646
Marten Transport,MRTN,Industrials,17.7,17.96,17.94,-1.338,0.791,25.285715,1440119936.0,23.38,15.33,0.0136,433142.0,34.07494754531531,0.41661363636363635,0.9999396091932532,0.0,0.0004155901774041927,0.009179968486675343,0.3407494754531531,0.28252553234092626
Marvell Technology Group,MRVL,Technology,74.91,72.075,72.08,3.926,1.46,,64842100736.0,85.76,46.07,0.0032,11333991.0,76.00354438256207,0.4764318181818182,0.999944307036243,,0.018712152221613647,0.002055216825375077,0.7600354438256207,0.021745511845760658
Middlesex Water Company,MSEX,Utilities,53.83,53.9,53.96,-0.241,0.791,26.648516,959713600.0,84.35,45.42,0.0242,117431.0,59.332433553037426,0.42907954545454546,0.9999396091932532,0.0,0.0002769543773527323,0.016441734603000618,0.5933243355303742,0.2990191461511171
Microsoft Corp.,MSFT,Technology,466.24,466.55,467.56,-0.282,0.894,40.332176,3465240117248.0,468.35,309.45,0.0064,18918452.0,85.88977129542738,0.4286136363636364,0.9999403324784968,0.0,1.0,0.0042474481057751595,0.8588977129542738,0.34336795923699615
Microstrategy Inc.,MSTR,Technology,1290.58,1314.53,1281.72,0.691,3.114,,22891532288.0,1999.99,307.11,,1346614.0,23.568148736219783,0.43967045454545456,0.9999559217332616,,0.006606044987836378,,0.23568148736219782,0.013751877979715228
Mannatech Inc.,MTEX,Consumer Defensive,7.16,6.98,7.2,-0.556,1.165,,13495239.0,15.1,6.75,0.1003,686.0,45.3733330285038,0.42550000000000004,0.999942235491128,,3.89440775937406e-06,0.06857573474001506,0.453733330285038,0.06829297889667374
Matrix Service Company,MTRX,Industrials,8.87,8.78,8.765,1.198,1.226,,242229056.0,13.9,5.94,,289237.0,15.433420342443696,0.4454318181818182,0.9999426638445246,,6.990247914047122e-05,,0.15433420342443696,-0.0023056627243783073
M/A-Com Technology Solutions Ho,MTSI,Technology,118.1,114.82,114.11,3.497,1.694,132.69662,8515789312.0,118.45,63.11,,681827.0,86.56348712058741,0.47155681818181816,0.9999459502279615,0.0,0.0024574889021566028,,0.8656348712058741,0.2478577023535174
Micron Technology,MU,Technology,130.69,131.15,131.485,-0.605,1.179,,144914300928.0,157.54,61.75,0.0034999999,21462832.0,42.41615304955164,0.42494318181818186,0.9999423338017436,,0.04181941102241894,0.002260738439405357,0.4241615304955164,0.05321363878177916
Microvision,MVIS,Technology,1.12,1.1,1.1,1.818,3.032,,231459200.0,4.71,0.86,,2531242.0,54.30511805596432,0.45247727272727273,0.9999553459139415,,6.679451096621503e-05,,0.5430511805596432,0.05927249965686475
Myriad Genetics,MYGN,Healthcare,25.26,25.25,24.9,1.446,1.96,,2286232064.0,25.95,13.82,,783931.0,80.20974794115435,0.44825,0.9999478181296586,,0.0006597614611870188,,0.8020974794115435,0.006889198450844118
Myr Group,MYRG,Industrials,133.82,134.11,132.58,0.935,0.993,26.03502,2243545856.0,181.02,110.87,,127686.0,24.63632542270257,0.4424431818181818,0.9999410276749929,0.0,0.0006474430628775447,,0.24636325422702568,0.2657097696569209
Natural Alternatives International,NAII,Consumer Defensive,5.54,5.57,5.54,0.0,0.563,,34352820.0,7.62,5.06,,3968.0,39.53573388805682,0.4318181818181818,0.9999380081346556,,9.913494545675605e-06,,0.3953573388805682,0.04385138558482991
Nasb Financial Inc.,NASB,Financial Services,34.35,34.0,34.5,-0.435,0.252,8.297101,253942320.0,34.5,25.51,0.0291,460.0,59.994863010618886,0.42687499999999995,0.9999358242345513,0.0,7.328269626952667e-05,0.019798588751113243,0.5999486301061888,0.29801498757515665
Nathan's Famous,NATH,Consumer Cyclical,69.95,70.0,69.23,1.04,0.225,14.572915,285719168.0,82.0,61.35,0.0286,5549.0,60.28475187431537,0.4436363636363636,0.9999356346355068,0.0,8.245286829988401e-05,0.01945605261355073,0.6028475187431537,0.2998818431428132
Northeast Bancorp,NBN,Financial Services,59.24,58.98,58.25,1.7,1.086,8.1373625,472598368.0,62.3,41.49,0.0007,23993.0,64.43165226517749,0.45113636363636367,0.9999416807383684,0.0,0.00013638252214395172,0.00034253613756251287,0.6443165226517749,0.28889512742098966
Nbt Bancorp Inc.,NBTB,Financial Services,38.1,38.05,37.75,0.927,0.513,14.767442,1796388224.0,43.77,30.31,0.0336,171201.0,61.192483989559804,0.44235227272727273,0.9999376570253142,0.0,0.0005184021834886505,0.02288141398917586,0.6119248398955981,0.2986022302436239
Norwegian Cruise Line Holdings,NCLH,Consumer Cyclical,18.12,17.56,17.48,3.661,2.697,22.37037,7774223360.0,22.75,12.71,,14023555.0,51.79362226373513,0.47342045454545456,0.999952993481353,0.0,0.0022434875842255193,,0.5179362226373513,0.31765487306463513
National Cinemedia,NCMI,Communication Services,4.57,4.45,4.44,2.928,2.027,0.26709527,441339104.0,5.9,2.75,,783967.0,45.302603699310374,0.46509090909090905,0.9999482886161764,0.0,0.000127361714654727,,0.45302603699310373,0.31038675107210495
The9 Limited,NCTY,Financial Services,9.2,9.12,8.9,3.371,1.905,,82679664.0,14.7,3.33,,37831.0,39.262116769888294,0.470125,0.999947431909383,,2.3859669231227882e-05,,0.39262116769888294,0.04905062631576142
The Nasdaq Omx Group,NDAQ,Financial Services,60.44,60.4,60.38,0.099,0.949,32.320854,34845655040.0,64.25,46.88,0.0159,2537496.0,47.350841579530325,0.43294318181818175,0.9999407186987724,0.0,0.010055769205538799,0.010755634719462904,0.47350841579530323,0.31280579242635714
Noodles & Company,NDLS,Consumer Cyclical,1.585,1.59,1.56,1.603,1.778,,71873888.0,3.98,1.11,,344342.0,65.48977358020613,0.4500340909090909,0.9999465400916553,,2.0741335252933162e-05,,0.6548977358020613,0.03653298660031113
Nordson Corp.,NDSN,Industrials,226.51,227.81,226.61,-0.044,0.909,27.029833,12971955200.0,279.38,208.91,0.012,250921.0,48.91058014139586,0.4313181818181819,0.9999404378112994,0.0,0.0037434505491006323,0.008083852846475304,0.4891058014139586,0.31451595939859417
Northeast Community Bancorp,NECB,Financial Services,17.99,17.63,17.48,2.918,0.587,5.2756596,252448272.0,18.08,13.93,0.0222,35603.0,47.987905763571426,0.46497727272727274,0.9999381766671396,0.0,7.285154346350855e-05,0.015071590052750567,0.47987905763571426,0.3187501879344163
Neogenomics Inc,NEO,Healthcare,13.71,13.61,13.58,0.957,1.18,,1750931584.0,21.22,11.03,,745393.0,43.7727007620364,0.44269318181818185,0.9999423408239304,,0.0005052842931075145,,0.437727007620364,0.05400567314371777
Neogen Corp.,NEOG,Healthcare,15.08,15.32,15.23,-0.985,1.199,754.0,3266448640.0,24.1,11.46,,2293854.0,59.001813133729755,0.420625,0.9999424742454802,0.0,0.0009426326455451351,,0.5900181313372975,0.29519013957254703
Neonode Inc.,NEON,Technology,2.38,2.25,2.2,8.182,1.826,,36555612.0,4.94,1.02,,78298.0,32.43988170780199,0.5247954545454546,0.9999468771566232,,1.054917690117842e-05,,0.3243988170780199,0.04360544879944996
Newport Corp.,NEWP,Basic Materials,1.6,1.62,1.62,-1.235,1.197,,274024000.0,2.71,0.87,,282442.0,42.65234648890515,0.4177840909090909,0.9999424602011064,,7.907787331976735e-05,,0.4265234648890515,0.04798596838139528
Newtek Business Services Inc.,NEWT,Financial Services,12.89,12.5,12.43,3.701,1.356,8.536424,318818688.0,19.36,10.07,0.059,164252.0,47.88408106362661,0.473875,0.9999435767288127,0.0,9.200473740037672e-05,0.04028224977735151,0.4788408106362661,0.32492070488358227
Northfield Bancorp,NFBK,Financial Services,9.34,9.38,9.29,0.538,0.744,12.453334,414174848.0,13.48,6.98,0.0557,433621.0,82.50495813174359,0.43793181818181814,0.9999392791504721,0.0,0.00011952264576417287,0.03802151126943892,0.8250495813174359,0.25830218306720254
Netflix,NFLX,Communication Services,685.74,686.59,690.65,-0.711,1.266,47.620834,295486029824.0,697.49,344.73,,3443642.0,70.40754415701583,0.4237386363636364,0.999942944731998,0.0,0.08527144430415436,,0.7040754415701583,0.28127855709772936
Nice-Systems Limited,NICE,Technology,173.72,171.55,171.19,1.478,0.428,31.244604,11023872000.0,270.73,149.54,,671385.0,58.31385852419244,0.4486136363636364,0.9999370601394336,0.0,0.0031812721331215196,,0.5831385852419244,0.30098874960552935
Nicholas Financial,NICK,Financial Services,6.47,6.47,6.47,0.0,0.926,,47159828.0,7.55,4.37,,4186.0,48.77239724441946,0.4318181818181818,0.9999405571884754,,1.3609344636098756e-05,,0.4877239724441946,0.06232482697718225
Ninetowns Internet Technology Group,NINE,Energy,1.67,1.66,1.67,0.0,3.425,,58992580.0,5.585,1.37,,675285.0,52.309240584275834,0.4318181818181818,0.999958105633366,,1.7024043646918045e-05,,0.5230924058427583,0.0601601379452037
National Bankshares,NKSH,Financial Services,28.15,28.7701,28.55,-1.401,0.53,12.455752,165909904.0,37.0,22.28,0.0519,16444.0,39.012054102065726,0.4158977272727272,0.9999377764024903,0.0,4.7878276077568614e-05,0.03541823662396383,0.39012054102065724,0.29750342480719205
Nektar Therapeutics,NKTR,Healthcare,1.24,1.28,1.29,-3.876,0.667,,228184800.0,1.93,0.41,,2423114.0,65.75907765979554,0.3877727272727273,0.999938738442086,,6.584958366265736e-05,,0.6575907765979554,0.026660464885475674
Netlist,NLST,Technology,1.35,1.4,1.42,-4.93,1.109,,347957120.0,3.83,1.0,,568140.0,51.67425831524578,0.37579545454545454,0.9999418422486654,,0.00010041351457471663,,0.5167425831524578,0.05303665867791755
Nn Inc.,NNBR,Industrials,3.02,3.02,2.99,1.003,2.98,,151014496.0,5.4,1.63,,300063.0,24.852525749886595,0.4432159090909091,0.9999549807602264,,4.357975490824556e-05,,0.24852525749886595,0.01619629776287773
Northrim Bancorp Inc,NRIM,Financial Services,55.65,55.61,55.41,0.433,0.746,10.847953,306051648.0,59.9,38.25,0.0438,17652.0,45.05800691062128,0.43673863636363636,0.9999392931948459,0.0,8.832042128700847e-05,0.02986915119545112,0.4505800691062128,0.3116155422375223
Insight Enterprises,NSIT,Technology,198.28,197.68,196.67,0.819,1.487,24.940882,6455163904.0,212.44,131.59,,203981.0,56.4078773705741,0.44112500000000004,0.9999444966352875,0.0,0.0018628330230874995,,0.564078773705741,0.3035448288976318
Napco Security Technologies,NSSC,Industrials,54.66,54.21,53.56,2.054,1.612,43.38095,2015456256.0,54.87,17.76,0.0073,403908.0,67.24155094485094,0.45515909090909096,0.9999453744086414,0.0,0.0005816208998255203,0.004864013153387682,0.6724155094485095,0.2848271890264577
Nortech Systems Inc.,NSYS,Healthcare,13.39,13.32,13.2,1.439,0.568,5.5560164,36911948.0,19.15,7.45,,13021.0,57.75630963118819,0.44817045454545457,0.9999380432455899,0.0,1.0652008447611516e-05,,0.5775630963118819,0.3017202097957276
Netapp,NTAP,Technology,130.12,129.73,129.09,0.798,1.257,28.10367,26778955776.0,131.05,70.82,0.0155,2051822.0,83.35355414063227,0.44088636363636363,0.9999428815323165,0.0,0.007727878787708907,0.010481605809412892,0.8335355414063227,0.2523006671516118
Netscout Systems,NTCT,Technology,18.64,18.93,18.71,-0.374,0.6,,1331188480.0,31.04,17.1,,735281.0,48.87848986282108,0.4275681818181818,0.9999382679555685,,0.00038415470617566487,,0.4887848986282108,0.06193679567343015
Netease Inc,NTES,Communication Services,91.73,91.38,91.96,-0.25,0.532,14.288162,59186581504.0,118.9,81.3,0.028299998,1686795.0,32.414342003737445,0.4289772727272727,0.9999377904468639,0.0,0.017080080838119776,0.019250529560868673,0.32414342003737445,0.2847396098678651
Netgear,NTGR,Technology,14.53,14.63,14.58,-0.343,0.809,,422404544.0,15.93,10.4,,258329.0,73.099064057527,0.4279204545454545,0.9999397355926162,,0.00012189757382744535,,0.73099064057527,0.018008156264885306
Northern Technologies International,NTIC,Basic Materials,16.34,16.11,15.79,3.483,0.634,34.041668,154046992.0,19.63,10.08,0.0171,66180.0,39.15952720378672,0.4713977272727272,0.9999385067099207,0.0,4.445487348518467e-05,0.011577721449612935,0.39159527203786726,0.3013548526047615
Northern Trust Corp.,NTRS,Financial Services,82.9,83.14,83.13,-0.277,1.11,18.30022,16960676864.0,89.25,62.44,0.036199998,1200268.0,21.380594280139917,0.42867045454545455,0.9999418492708522,0.0,0.0048945170060410185,0.024662600534356375,0.21380594280139917,0.26248954362248816
Netsol Technologies Inc.,NTWK,Technology,2.71,2.71,2.69,0.743,1.1,,30908092.0,3.05,1.72,,17204.0,58.43801597461142,0.44026136363636365,0.999941779048984,,8.919413938379728e-06,,0.5843801597461141,0.04916988663272717
Neurometrix,NURO,Healthcare,3.77,3.88,3.86,-2.332,2.305,,7583279.0,7.92,2.7,,16542.0,35.94057850299515,0.4053181818181818,0.9999502407841153,,2.1883326245277283e-06,,0.3594057850299515,0.03268407903356849
Novavax,NVAX,Healthcare,12.06,11.91,11.9,1.345,1.974,,1776413952.0,23.86,3.53,,16323568.0,54.48421432722781,0.4471022727272727,0.9999479164402741,,0.0005126380022702632,,0.5448421432722781,0.05815338441083491
Nvidia Corp.,NVDA,Technology,128.2,127.53,125.83,1.883,1.68,74.97076,3153502142464.0,140.76,39.23,0.00029999999,417336049.0,50.10797078307045,0.45321590909090914,0.9999458519173459,0.0,0.9100385646441561,6.850722066177982e-05,0.5010797078307045,0.40878941751430886
Nve Corp.,NVEC,Technology,72.48,71.0001,71.49,1.385,1.131,20.474577,350345152.0,97.32,64.14,0.0552,17881.0,51.77699014709758,0.44755681818181814,0.9999419967367756,0.0,0.00010110265354325117,0.037678975131876416,0.5177699014709758,0.3211312480511296
Nova Measuring Instruments Ltd,NVMI,Technology,239.89,241.19,238.53,0.57,1.466,55.53009,6967917056.0,244.97,90.59,,184467.0,59.769221123092365,0.43829545454545454,0.999944349169364,0.0,0.002010803476700393,,0.5976922112309236,0.2964125213663671
Northwest Bancshares,NWBI,Financial Services,11.29,11.3,11.24,0.445,0.621,11.068627,1436810496.0,13.07,9.8,0.0709,619588.0,59.84092899150652,0.436875,0.999938415421492,0.0,0.0004146351382472522,0.048434609851339315,0.5984092899150653,0.3055839359589304
Pacira Pharmaceuticals,PCRX,Healthcare,20.6,20.98,21.06,-2.184,0.88,13.642385,958849664.0,40.16,20.52,,955144.0,20.49787704524101,0.40700000000000003,0.9999402341678811,0.0,0.00027670506245078795,,0.20497877045241011,0.252079401179939
Pure Cycle Corp.,PCYO,Utilities,9.27,9.29,9.23,0.433,0.922,34.333332,223302256.0,13.07,8.94,,66644.0,60.058866763611356,0.43673863636363636,0.999940529099728,0.0,6.444057769624467e-05,,0.6005886676361135,0.29540545307511956
Patterson Companies Inc.,PDCO,Healthcare,23.81,23.84,23.79,0.084,1.043,12.025252,2089565568.0,34.53,22.29,0.0437,944327.0,35.67219717909924,0.4327727272727273,0.9999413787843346,0.0,0.000603007386619032,0.02980064396793862,0.3567219717909924,0.2922865951029237
Pro-Dex,PDEX,Healthcare,17.9,17.9,17.45,2.579,0.368,31.40351,61201708.0,22.99,14.51,,6721.0,50.65566150350142,0.461125,0.9999366388082236,0.0,1.7661554447142135e-05,,0.5065566150350143,0.3178655292676195
Pdf Solutions,PDFS,Technology,36.72,36.72,36.37,0.962,1.516,612.00006,1410183936.0,48.02,26.12,,145131.0,66.70355430308652,0.44275000000000003,0.9999447002787056,0.0,0.0004069512378246354,,0.6670355430308652,0.28305161648973887
Peoples Bancorp Of North Carolina,PEBK,Financial Services,28.17,28.3,28.15,0.071,0.597,9.614334,144401104.0,31.59,18.29,0.027,26019.0,22.853530153328563,0.432625,0.999938246889008,0.0,4.167126032299944e-05,0.01835993697335069,0.22853530153328563,0.26428314013845877
Peoples Bancorp Inc.,PEBO,Financial Services,29.14,29.12,28.87,0.935,0.755,8.724551,1034289280.0,34.85,24.84,0.054899998,109750.0,63.75267918573438,0.4424431818181818,0.9999393563945272,0.0,0.0002984754487592128,0.03747345207919436,0.6375267918573438,0.29639172122252055
Pegasystems Inc.,PEGA,Technology,59.03,58.68,58.51,0.889,1.083,70.27381,5019391488.0,69.26,37.66,0.002,498200.0,48.975423304179124,0.4419204545454546,0.9999416596718079,0.0,0.0014484974020352861,0.0012331300952250462,0.4897542330417912,0.31463622458224416
Penn National Gaming,PENN,Consumer Cyclical,20.07,19.85,19.62,2.294,2.103,,3059591168.0,29.38,13.5,,7130596.0,65.66954110666302,0.4578863636363636,0.9999488223023755,,0.0008829376561615177,,0.6566954110666302,0.037437283867507096
Perfumania Holdings Inc,PERF,Technology,2.24,2.2,2.15,4.186,0.272,44.8,228141760.0,4.96,1.755,,41090.0,79.27809151832835,0.4793863636363636,0.9999359646782878,0.0,6.58371631669497e-05,,0.7927809151832835,0.2633647587572857
Perion Network Ltd,PERI,Communication Services,8.54,8.57,8.53,0.117,1.406,4.0666666,413524736.0,36.86,8.14,,957575.0,54.476179884151534,0.43314772727272727,0.9999439278381541,0.0,0.00011933503625428695,,0.5447617988415153,0.30603734004241606
Perma-Fix Environmental Services,PESI,Industrials,8.22,8.54,8.54,-3.747,0.488,,129780656.0,14.17,6.51,,144388.0,23.140064190192504,0.38923863636363637,0.9999374814706434,,3.745208719038119e-05,,0.23140064190192505,0.00467592089658516
Petmed Express,PETS,Healthcare,3.85,3.87,3.87,-0.517,0.729,,79335792.0,15.08,3.82,,441895.0,76.54906844574455,0.4259431818181818,0.9999391738176696,,2.2894693677721283e-05,,0.7654906844574455,0.01080171246883898
Preferred Bank,PFBC,Financial Services,73.31,73.155,73.0,0.425,0.971,7.0830913,981818816.0,81.13,57.32,0.0382,77714.0,38.690065180978515,0.4366477272727272,0.9999408731868826,0.0,0.000283333507009903,0.026032746454750975,0.38690065180978517,0.2981180847758291
Peoples Financial Corp.,PFBX,Financial Services,16.2,15.9,16.2,0.0,0.45,8.437501,76699224.0,17.5,11.8,0.0222,703.0,15.62941516814702,0.4318181818181818,0.9999372146275438,0.0,2.2133832118080905e-05,0.015071590052750567,0.1562941516814702,0.24905436754002885
Pennantpark Floating Rate Capit,PFLT,Financial Services,11.91,11.81,11.78,1.104,1.67,7.7337666,794731648.0,12.63,9.69,0.1033,814101.0,70.48792781808959,0.44436363636363635,0.9999457816954778,0.0,0.0002293438376999587,0.07063095156539015,0.7048792781808959,0.28983323634566655
Performant Financial Corp.,PFMT,Industrials,2.5,2.49,2.45,2.041,0.169,,192383504.0,3.31,2.0,,154113.0,42.441125836668775,0.4550113636363636,0.9999352413930442,,5.551803525893449e-05,,0.42441125836668775,0.05314598388301356
