Company,Ticker,Sector,Current Close,Open,Previous Close,Price Change (%),Beta,P/E Ratio,Market Cap,52-Week High,52-Week Low,Dividend Yield,Average Volume,RSI Score
Good Times Restaurants Inc.,GTIM,Consumer Cyclical,2.58,2.5205,2.47,4.453,1.867,36.857143,28385418.0,3.5,2.15,,15183.0,47.20137647897744
Chart Industries,GTLS,Industrials,140.4,135.76,135.02,3.985,1.75,125.35714,6009260032.0,184.65,109.48,,483036.0,58.661775701900524
Gulf Resources,GURE,Basic Materials,1.23,1.3,1.3,-5.385,0.195,,12831237.0,2.63,0.85,,108229.0,50.51921976966543
Gyrodyne Company Of America,GYRO,Real Estate,8.13,8.13,8.15,-0.245,0.561,45.166664,17880390.0,11.1,7.77,,1621.0,76.05921579808499
Hawaiian Holdings,HA,Industrials,14.07,13.8,13.8,1.957,2.391,,729513984.0,14.89,3.7,,626568.0,73.80682479283993
Hanmi Financial Corp.,HAFC,Financial Services,16.49,16.25,16.19,1.853,0.895,6.870833,501083264.0,20.31,13.87,0.0618,182496.0,74.50059620102553
The Hain Celestial Group,HAIN,Consumer Defensive,6.82,6.89,6.9,-1.159,0.769,,612736768.0,13.24,5.69,,1218921.0,29.753433361050625
Hallmark Financial Services,HALL,Financial Services,0.0001,0.0001,0.0001,0.0,0.928,,181.0,6.2382,0.0001,,2116.0,78.090093048067
Halozyme Therapeutics,HALO,Healthcare,52.96,52.98,52.88,0.151,1.271,21.975103,6740430848.0,54.35,32.83,,1186313.0,57.471640164945505
Hasbro,HAS,Consumer Cyclical,57.15,56.77,56.54,1.079,0.607,,7956194816.0,73.58,42.66,0.0495,1888316.0,39.57786630199598
Hauppauge Digital,HAUP,Technology,0.07,0.05,0.07,0.0,-5.442,,4203346.0,0.07,0.001,,1542.0,50.14850536057231
Haynes International,HAYN,Industrials,59.31,59.2,59.05,0.44,1.391,20.037163,758153792.0,60.86,41.15,0.0149,157200.0,80.40165053578531
Huntington Bancshares Inc.,HBAN,Financial Services,13.07,12.935,12.97,0.771,1.08,11.774775,18941698048.0,14.3,9.25,0.0478,16717418.0,70.45486407138242
Huntington Bancshares Inc.,HBANP,Financial Services,17.82,17.59,17.56,1.481,1.08,22.904884,,19.92,13.71,0.0641,33067.0,62.94583626950762
Home Bancorp,HBCP,Financial Services,39.14,38.625,38.65,1.268,0.692,8.257384,318142816.0,44.0,31.47,0.025899999,14796.0,79.13214428871545
Harvard Bioscience,HBIO,Healthcare,2.88,2.79,2.78,3.597,1.307,,125077256.0,5.85,2.7,,147537.0,82.0584485328882
Horizon Bancorp [In],HBNC,Financial Services,12.62,12.26,12.27,2.852,1.046,23.370369,556741376.0,14.71,9.22,0.052199997,150724.0,77.00668588600863
The Hackett Group,HCKT,Technology,21.37,21.37,21.28,0.423,0.92,16.960318,590109056.0,26.69,20.23,0.0207,97478.0,31.67139868120782
Healthcare Services Group,HCSG,Healthcare,10.51,10.49,10.43,0.767,0.536,18.438597,774023680.0,15.03,8.75,,568550.0,63.643267601252134
Hudson Technologies,HDSN,Basic Materials,8.32,8.23,8.25,0.848,1.254,8.577319,378650688.0,15.24,7.9,,525229.0,18.31367669247571
H&E Equipment Services,HEES,Industrials,43.81,43.64,43.31,1.154,1.878,9.401288,1600265472.0,66.18,38.06,0.0254,295052.0,66.24213466647905
Helen Of Troy Limited,HELE,Consumer Defensive,61.76,63.94,64.33,-3.995,0.842,9.725985,1408949376.0,143.68,60.0,,409808.0,14.245732688386127
Home Federal Bancorp Inc. Of Louisiana,HFBL,Financial Services,11.47,11.47,11.08,3.52,0.508,8.496296,35999628.0,16.5,10.6,0.0452,2888.0,28.405496384478568
Heritage Financial Corp.,HFWA,Financial Services,18.04,17.51,17.49,3.145,0.544,13.5639105,625804032.0,22.55,15.5,0.0515,174927.0,75.27510117545
Hibbett Sports,HIBB,Consumer Cyclical,87.32,87.29,87.25,0.08,1.882,10.780247,1043299328.0,87.39,36.63,0.0115,568557.0,73.75034076885493
Hingham Institution For Savings,HIFS,Financial Services,185.6,184.89,180.92,2.587,1.007,16.4685,404654400.0,229.99,147.01,0.0139,12136.0,72.46376491433246
Highway Holdings,HIHO,Industrials,2.1,2.1,2.1,0.0,0.136,,9275322.0,2.52,1.85,0.0962,3327.0,35.34913476983817
Himax Technologies,HIMX,Technology,8.09,8.13,8.06,0.372,2.257,28.892859,1413517184.0,8.73,4.8,0.036,891883.0,63.955208362046776
Harmonic Inc.,HLIT,Technology,12.04,12.08,12.04,0.0,0.893,19.737705,1403165696.0,16.21,8.8,,1515711.0,81.61625699611903
Hmn Financial,HMNF,Financial Services,23.04,22.63,22.27,3.458,0.214,17.723078,102872456.0,24.95,17.6,0.0182,11286.0,72.02011486937661
Helios & Matheson North America Inc.,HMNY,Technology,0.0004,1e-06,0.0004,0.0,19.771,,14010800.0,0.0004,1e-06,,67139.0,
Homestreet Inc.,HMST,Financial Services,12.03,11.85,11.85,1.519,1.376,,226856928.0,15.82,4.2,0.033800002,169088.0,86.79954901492178
Hallador Energy Company,HNRG,Energy,7.63,7.21,7.18,6.267,0.661,12.932204,282517536.0,15.79,4.332,,508736.0,44.1862948346587
Hooker Furniture Corp.,HOFT,Consumer Cyclical,13.35,13.49,13.21,1.06,1.216,34.23077,142607376.0,27.15,13.09,0.0696,40519.0,22.037281198810476
Hollysys Automation Technologies,HOLI,Industrials,25.23,25.14,25.26,-0.119,0.479,20.851238,1569298432.0,27.26,16.25,,390888.0,46.33302172009432
Hologic,HOLX,Healthcare,75.77,74.88,74.75,1.365,0.989,39.056698,17682974720.0,82.45,64.02,,1394944.0,57.63791914266744
Home Bancshares,HOMB,Financial Services,24.3,23.85,23.91,1.631,1.063,12.590673,4867800064.0,25.8,19.61,0.0301,894472.0,79.35734635289195
Horizon Technology Finance Corp.,HRZN,Financial Services,12.3,12.17,12.15,1.235,1.233,,443338752.0,13.73,10.75,0.1086,232563.0,75.21372924341405
Henry Schein,HSIC,Healthcare,64.19,64.47,64.44,-0.388,0.874,21.612795,8219594240.0,82.63,60.01,,1019598.0,35.63877296261525
Heidrick & Struggles International,HSII,Industrials,30.78,30.47,30.32,1.517,0.869,12.166008,623248832.0,36.36,22.52,0.0198,194736.0,47.96313155956718
Hudson Global Inc,HSON,Industrials,17.55,17.4,17.7,-0.847,0.555,,48343228.0,24.0,13.38,,5906.0,64.65817838064835
Healthstream,HSTM,Healthcare,27.88,27.67,27.65,0.832,0.382,48.068966,847493440.0,29.12,20.47,0.0041,117839.0,60.97186814234873
Hometrust Bancshares Inc.,HTBI,Financial Services,29.75,28.8,29.21,1.849,0.817,10.016835,518982784.0,30.99,19.37,0.0150999995,37744.0,80.68482191369003
Heritage Commerce Corp,HTBK,Financial Services,8.67,8.49,8.51,1.88,0.925,9.5274725,531088672.0,10.22,7.66,0.061100002,354188.0,74.01462592821102
China Lodging Group Limited,HTHT,Consumer Cyclical,30.66,30.87,31.06,-1.288,0.75,19.1625,9697175552.0,48.84,30.2,0.02,1579288.0,36.68671770510085
Heartland Express,HTLD,Industrials,11.75,11.67,11.61,1.206,0.682,,928850496.0,17.08,9.63,0.0069,435380.0,46.66170179305811
Heartland Financial USA,HTLF,Financial Services,46.07,44.55,44.68,3.111,0.962,27.921213,1973108992.0,46.12,26.44,0.0269,406542.0,78.98885777221616
Hub Group,HUBG,Industrials,41.9,41.47,41.27,1.527,0.895,19.764153,2611044608.0,47.585,31.725,0.0121,385536.0,58.3075222508288
Hurco Companies,HURC,Industrials,15.02,15.2412,15.07,-0.332,0.395,,97979368.0,28.2,14.83,0.041500002,28414.0,34.51551752956236
Huron Consulting Group Inc.,HURN,Industrials,96.95,98.51,97.93,-1.001,0.613,28.02023,1745662208.0,113.31,77.99,,156281.0,50.455303660862555
Hawthorn Bancshares,HWBK,Financial Services,20.4,20.15,20.3,0.493,0.575,67.99999,142837120.0,26.0,15.02,0.0374,8213.0,79.74965672830953
Hawkins,HWKN,Basic Materials,92.55,89.79,89.81,3.051,0.723,25.779945,1942420992.0,92.91,45.5,0.0070999996,109334.0,54.85046821315707
Integra Lifesciences Holdings Corp.,IART,Healthcare,29.31,29.14,28.98,1.139,1.11,57.47059,2309618944.0,46.75,22.36,,1620550.0,53.66634111342889
Independent Bank Corp.,IBCP,Financial Services,26.92,26.42,26.36,2.124,1.004,9.156463,562692608.0,27.88,16.9,0.0364,91401.0,75.89251110968286
Interactive Brokers Group,IBKR,Financial Services,124.82,125.41,125.25,-0.343,0.808,21.30034,52559958016.0,129.19,72.6,0.008,850380.0,38.29737278851757
International Bancshares Corp.,IBOC,Financial Services,57.56,56.61,56.54,1.804,0.921,8.7877865,3578908160.0,61.46,41.96,0.0228,219467.0,78.9683049873409
Independent Bank Group Inc,IBTX,Financial Services,46.76,45.74,45.64,2.454,1.402,18.482212,1934811776.0,53.25,34.5,0.033299997,307177.0,81.35850395399414
Icad Inc.,ICAD,Healthcare,1.3,1.29,1.26,3.175,1.499,,34502000.0,3.97,1.18,,125891.0,45.615788880177
Immucell Corp.,ICCC,Healthcare,4.19,4.16,4.235,-1.063,0.588,,32731736.0,5.87,4.05,,11406.0,39.85616323363088
Icf International,ICFI,Industrials,129.47,130.33,129.65,-0.139,0.604,26.368637,2425827584.0,158.0,114.51,0.0043,95300.0,16.812058637561663
Icon Plc,ICLR,Healthcare,328.65,325.09,324.0,1.435,1.226,39.933174,27204757504.0,344.77,221.2,,603668.0,81.61515718697552
Icu Medical,ICUI,Healthcare,123.0,120.54,120.25,2.287,0.697,,2997018112.0,182.62,78.28,,287162.0,77.92848698162695
Interdigital,IDCC,Technology,122.15,121.57,120.85,1.076,1.414,17.651733,3082516480.0,123.14,74.65,0.013200001,470391.0,85.8464649910814
Idexx Laboratories,IDXX,Healthcare,483.39,478.53,477.89,1.151,1.321,46.84012,39921872896.0,583.39,372.5,,521431.0,62.21990668686711
Icahn Enterprises L.P.,IEP,Energy,16.83,16.9277,16.83,0.0,0.738,,7937229824.0,35.05,15.0,0.2377,668308.0,58.40205455802209
Integrated Electrical Services,IESC,Industrials,144.77,141.7,140.46,3.068,1.359,21.802711,2930651648.0,184.38,55.6,,157073.0,84.31751361289322
Information Services Group,III,Technology,3.03,3.0,2.99,1.338,0.958,,147456160.0,5.49,2.92,0.0602,136796.0,64.39296334986079
Insteel Industries,IIIN,Industrials,30.18,29.57,29.57,2.063,1.08,24.338709,587758528.0,39.38,26.87,0.0041,105054.0,65.49091344439503
Illumina,ILMN,Healthcare,113.17,111.5,106.68,6.084,1.15,,18027980800.0,190.31128,86.575874,,2689254.0,38.450189759982436
Ingles Markets Inc.,IMKTA,Consumer Defensive,69.9,69.36,69.02,1.275,0.66,7.540453,1327708544.0,89.59,67.1,0.0095999995,87327.0,21.52482236644218
Immersion Corp.,IMMR,Technology,10.26,10.04,9.96,3.012,1.492,7.434783,326830240.0,11.04,5.94,0.018099999,538198.0,76.36983063218034
Chipmos Technologies [Bermuda] Ltd,IMOS,Technology,26.71,26.58,25.91,3.088,0.506,16.187878,981493632.0,32.19,21.58,0.0429,13244.0,65.23570905517249
First Internet Bancorp,INBK,Financial Services,28.87,28.24,28.18,2.449,0.685,15.438503,249894400.0,35.72,14.11,0.0085,71104.0,80.35949375399987
Incyte Corp.,INCY,Healthcare,60.73,60.96,60.7,0.049,0.735,18.40303,11964478464.0,67.36,50.27,,3621108.0,58.7146095626779
Independent Bank,INDB,Financial Services,49.58,48.58,48.58,2.058,0.788,9.571429,2105454464.0,68.75,44.63,0.0469,275195.0,74.77782468931363
Informatica Corp.,INFA,Technology,28.295,28.98,28.96,-2.296,1.071,2829.5,8478143488.0,39.8,18.13,,1976180.0,63.23998855636433
Infinera Corp.,INFN,Technology,6.05,6.1,6.06,-0.165,1.635,,1422506240.0,6.62,2.82,,3898521.0,71.94465744396682
Innodata Isogen Inc,INOD,Technology,16.68,17.65,17.46,-4.467,2.329,208.50002,479598368.0,17.75,5.46,,813883.0,76.11673540790957
Insmed,INSM,Healthcare,73.1,71.25,70.27,4.027,1.16,,11923999744.0,73.2799,20.01,,3605652.0,67.60332015730303
Intel Corp.,INTC,Technology,34.87,34.46,34.59,0.809,1.047,35.948452,148437041152.0,51.28,29.73,0.0145000005,47514931.0,77.24261412855452
The Intergroup Corp.,INTG,Consumer Cyclical,22.1,21.85,21.88,1.005,0.33,,48337340.0,38.73,16.27,,8086.0,77.62833091592657
Intest Corp.,INTT,Technology,11.0,10.5,10.4,5.769,1.958,18.644068,137385600.0,24.19,9.11,,133862.0,78.44458715428982
Intuit Inc.,INTU,Technology,633.21,636.69,649.52,-2.511,1.232,58.630558,177011965952.0,676.62,469.23,0.0055,1443022.0,77.22717639530346
Identive Group,INVE,Technology,3.98,4.03,4.02,-0.995,1.347,,93062352.0,9.26,3.941,,116001.0,23.749651666717824
Innospec Inc.,IOSP,Basic Materials,120.58,120.94,120.0,0.483,1.094,20.506804,3006445312.0,133.71,95.7,0.0127,109754.0,63.415965982287965
Inter Parfums,IPAR,Consumer Defensive,115.79,116.35,115.41,0.329,1.19,26.679722,3708012800.0,156.75,108.39,0.025999999,147050.0,45.313501073688556
Professional Diversity Network,IPDN,Industrials,0.5,0.4983,0.4802,4.123,1.282,,5838450.0,3.35,0.44,,161157.0,35.32423359058325
Ipg Photonics Corp.,IPGP,Technology,86.07,84.71,84.45,1.918,1.013,22.125963,3922054912.0,141.85,80.27,,226032.0,74.04945863549173
Irobot Corp.,IRBT,Consumer Cyclical,8.58,8.7,8.68,-1.152,1.188,,246737632.0,51.49,6.48,,1563445.0,50.979448027897114
Iridium Communications Inc,IRDM,Communication Services,25.5,25.75,25.69,-0.74,0.65,127.5,3096439552.0,61.5,24.14,0.0218,1081837.0,19.978396295470787
Iridex Corp.,IRIX,Healthcare,2.0,2.03,2.03,-1.478,0.839,,32505800.0,3.65,1.31,,30514.0,28.21896195434873
If Bancorp Inc.,IROQ,Financial Services,16.405,16.7,16.72,-1.884,0.523,26.039684,55006460.0,18.51,14.0,0.0239,1429.0,44.71455003959897
Ironwood Pharmaceuticals,IRWD,Healthcare,6.46,6.32,6.32,2.215,0.525,,1026862144.0,15.7,5.47,,2649383.0,64.25551728060258
Intuitive Surgical,ISRG,Healthcare,444.74,441.69,442.3,0.552,1.39,80.42314,157751934976.0,448.1,254.85,,1355750.0,79.88405213789494
Isramco,ISRL,Financial Services,11.0395,11.02,11.03,0.086,,15.999276,141457952.0,11.51,10.42,,32700.0,91.05504785662791
Innovative Solutions And Support,ISSC,Industrials,5.45,5.67,5.61,-2.852,1.099,14.729729,95340664.0,9.0,4.91,,44963.0,18.29001213225365
Investors Title Company,ITIC,Financial Services,179.45,181.15,181.12,-0.922,0.784,13.57413,338058656.0,192.84,127.71,0.010199999,8401.0,43.73797922180795
Itron,ITRI,Technology,100.0,99.0,98.26,1.771,1.449,28.653296,4586939904.0,111.0,56.11,,563070.0,63.33049581328507
Ituran Location And Control Ltd,ITRN,Technology,24.62,24.44,24.43,0.778,1.165,9.808765,489780448.0,31.01,23.3,0.0639,40454.0,62.90555575578298
Intevac,IVAC,Industrials,4.03,3.85,3.85,4.675,0.816,,107133928.0,4.57,3.07,,129693.0,50.29176048356899
Jack In The Box Inc.,JACK,Consumer Cyclical,46.22,47.58,47.3,-2.283,1.927,8.137324,896210432.0,99.56,46.095,0.0372,567337.0,52.553994864532676
Jakks Pacific,JAKK,Consumer Cyclical,17.44,17.5,17.48,-0.229,2.378,6.2508965,188367696.0,36.84,15.3,,97391.0,40.94004567832392
Jazz Pharmaceuticals,JAZZ,Healthcare,102.23,100.57,100.57,1.651,0.583,21.165632,6446869504.0,146.7,99.06,,773042.0,40.076731122052344
J.B. Hunt Transport Services,JBHT,Industrials,159.78,156.17,155.54,2.726,1.141,25.361904,16488816640.0,219.51,153.12,0.0111,909344.0,57.23891431938993
Jetblue Airways Corp.,JBLU,Industrials,5.72,5.76,5.7,0.351,1.928,,1945572224.0,9.17,3.42,,11409652.0,70.958080375122
John B. Sanfilippo & Son,JBSS,Consumer Defensive,93.03,91.34,91.31,1.884,0.089,16.732014,1079473536.0,115.22,90.02,0.0088,51749.0,28.813652935226642
Jewett-Cameron Trading Company,JCTCF,Basic Materials,4.8602,4.95,4.92,-1.215,0.329,9.529804,17034028.0,6.35,3.7,,6009.0,40.42126868742998
J & J Snack Foods,JJSF,Consumer Defensive,167.16,166.88,166.05,0.668,0.616,37.733635,3240597248.0,177.71,133.23,0.0177,90162.0,59.6637933748623
Jack Henry & Associates,JKHY,Technology,160.87,162.91,162.88,-1.234,0.629,30.936539,11727422464.0,178.37,136.57,0.0135,438386.0,30.216306172977696
Johnson Outdoors Inc.,JOUT,Consumer Cyclical,33.83,33.45,33.15,2.051,0.735,71.97873,348492992.0,60.58,32.79,0.0398,66380.0,60.07616472008273
Coffee Holding Co.,JVA,Consumer Defensive,2.0,1.98,2.02,-0.99,1.317,28.571428,11417200.0,2.46,0.67,,64137.0,64.54714263371449
Kaiser Aluminum Corp.,KALU,Basic Materials,90.19,89.61,89.27,1.031,1.338,26.218023,1449245056.0,102.42,53.67,0.0345,153116.0,64.75547730705509
Kansas City Life Insurance Company,KCLI,Financial Services,36.0,36.0,35.04,2.74,0.586,5.844156,348602752.0,39.01,22.76,0.016,752.0,73.91657450708392
Kelly Services,KELYA,Industrials,20.17,20.36,20.35,-0.885,1.218,14.510792,717624384.0,25.27,16.85,0.0147,242647.0,39.860312996157774
Kelly Services,KELYB,Industrials,21.6,20.7,19.43,11.168,1.218,15.539569,755509696.0,25.0,16.91,0.0145000005,160.0,4.015878373323403
Kewaunee Scientific Corp.,KEQU,Consumer Cyclical,43.26,41.55,44.4,-2.568,0.774,6.780564,122864448.0,48.43,14.56,,16481.0,49.00360734040816
Kentucky First Federal Bancorp,KFFB,Financial Services,3.14,3.04,3.0,4.667,0.198,,25429982.0,6.45,3.04,0.0963,3288.0,24.351819405537427
Kforce,KFRC,Industrials,59.64,59.82,59.4,0.404,0.905,20.636677,1162443264.0,74.79,53.75,0.0256,85759.0,58.974063453648874
Kingstone Companies Inc,KINS,Financial Services,4.97,4.8906,4.86,2.263,0.569,248.5,54709756.0,5.23,1.045,,24778.0,54.377280027971935
Kirkland's,KIRK,Consumer Cyclical,1.64,1.61,1.6,2.5,2.393,,21383960.0,3.88,1.4,,163503.0,40.14973421207522
Kla-Tencor Corp.,KLAC,Technology,892.35,877.85,874.9,1.995,1.264,46.793392,120146001920.0,894.28,440.15,0.0066000004,801581.0,86.0031410101595
Kulicke And Soffa Industries,KLIC,Technology,49.71,48.75,48.53,2.431,1.41,,2757100544.0,59.99,40.2,0.0165,451960.0,74.59828936621979
Kamada Ltd.,KMDA,Healthcare,5.9,5.83,5.8,1.724,0.241,25.652174,339129056.0,6.53,4.08,,23460.0,83.00363146884638
Kandi Technolgies,KNDI,Consumer Cyclical,1.98,1.91,1.94,2.062,1.353,Infinity,172969232.0,3.96,1.76,,105847.0,51.16642313870512
Kopin Corp.,KOPN,Technology,0.92,0.8992,0.8903,3.336,2.636,,106122920.0,2.82,0.67,,1522145.0,72.46370292601432
Koss Corp.,KOSS,Technology,8.39,10.03,9.92,-15.423,-0.57,,77647776.0,18.73,2.27,,3395611.0,58.52679085481121
Kearny Financial,KRNY,Financial Services,6.02,5.99,6.01,0.166,0.784,24.08,387910752.0,9.46,5.28,0.0732,458367.0,76.91715291896145
Key Tronic Corp.,KTCC,Technology,3.73,3.7,3.72,0.269,1.488,186.5,40141888.0,6.24,3.6,,18791.0,48.20924662774827
Kratos Defense & Security Solutions,KTOS,Industrials,20.64,20.5,20.43,1.028,1.048,,3098022656.0,22.78,13.13,,1123575.0,66.68447776033203
Kvh Industries,KVHI,Technology,4.35,4.36,4.33,0.462,0.609,,85765472.0,8.98,4.28,,124793.0,48.793635494184414
Lakeland Industries,LAKE,Consumer Cyclical,22.14,22.265,22.25,-0.494,0.575,29.131578,163344928.0,24.8,13.63,0.0054,52904.0,37.81172903112578
Lamar Advertising Company,LAMR,Real Estate,117.57,118.91,118.53,-0.81,1.543,24.141684,12020473856.0,122.22,77.21,0.043899998,377996.0,54.90247201778958
Lancaster Colony Corp.,LANC,Consumer Defensive,183.19,183.69,183.01,0.098,0.374,37.927536,5042671104.0,215.31,158.88,0.0197,114011.0,31.164345812535558
Gladstone Land Corporation,LAND,Real Estate,13.93,13.8,13.66,1.977,1.075,278.6,499228928.0,17.44,12.31,0.040900003,164383.0,71.79279443614709
Landmark Bancorp Inc.,LARK,Financial Services,19.425,19.32,19.5,-0.385,0.429,9.119718,106329920.0,21.78,15.704762,0.0431,2737.0,66.085931646521
Liberty Global,LBTYA,Communication Services,18.17,18.21,18.19,-0.11,1.161,,6841150464.0,20.56,15.01,,2132668.0,70.93178297005235
Liberty Global,LBTYB,Communication Services,18.22,18.18,18.14,0.441,1.161,,6875097600.0,21.77,15.47,,1963.0,68.87588869459736
Liberty Global,LBTYK,Communication Services,18.56,18.58,18.56,0.0,1.161,,6848695808.0,21.83,16.03,,2796832.0,71.15367774010197
Lcnb Corporation,LCNB,Financial Services,13.59,13.35,13.39,1.494,0.752,15.443182,192203376.0,17.72,12.42,0.0657,27040.0,58.6578093515895
Lifetime Brands,LCUT,Consumer Cyclical,7.34,7.4,7.34,0.0,1.28,,162018032.0,11.68,4.86,0.0232,96668.0,31.754486309248406
Lincoln Electric Holdings,LECO,Industrials,188.18,185.83,186.13,1.101,1.163,19.976645,10709003264.0,261.13,164.0,0.0153,398050.0,77.34698882189647
Semileds Corp.,LEDS,Technology,1.34,1.41,1.32,1.515,1.022,,9614822.0,2.75,1.01,,27713.0,30.78964926687503
Littelfuse,LFUS,Technology,257.41,252.35,251.32,2.423,1.283,29.519495,6379752448.0,309.94,212.8,0.010299999,136503.0,76.05152488371661
Lifevantage Corp,LFVN,Consumer Defensive,5.98,5.64,5.63,6.217,0.834,21.357143,75949592.0,8.69,4.2,0.028399998,44319.0,25.641033002708127
Ligand Pharmaceuticals Inc.,LGND,Healthcare,96.3,92.0,91.71,5.005,0.918,18.0,1729904384.0,97.8,49.24,,141381.0,83.2536534209672
Life Technologies Corp.,LIFE,Healthcare,1.9,1.86,1.85,2.703,1.188,,131120704.0,2.45,1.0801,,480976.0,29.499137693766883
Lincoln Educational Services Corp.,LINC,Consumer Defensive,12.06,12.02,11.98,0.668,1.409,14.357143,379211040.0,13.05,6.0,,134449.0,73.44332909756476
Fidelity Southern Corp.,LION,,8.31,8.24,8.17,1.714,,,2398939136.0,12.84,6.83,,403545.0,63.139423680108564
Livedeal,LIVE,Consumer Cyclical,21.83,21.9234,22.12,-1.311,0.842,,68634176.0,29.9,20.67,,7875.0,31.63959058484025
Lakeland Financial Corp.,LKFN,Financial Services,59.46,58.18,57.94,2.623,0.668,16.425415,1516432128.0,73.22,44.47,0.033099998,97652.0,65.02667698329887
Lkq Corp.,LKQ,Consumer Cyclical,41.76,41.34,41.25,1.236,1.29,13.470967,11140564992.0,59.38,39.72,0.0291,1999211.0,48.51820293546494
Lemaitre Vascular,LMAT,Healthcare,83.43,84.19,83.62,-0.227,0.886,55.251656,1872678144.0,84.19,44.27,0.0077,128931.0,76.25125947228182
Limoneira Co,LMNR,Consumer Defensive,19.91,20.0,19.94,-0.15,0.471,,358599008.0,22.72,13.88,0.015,42760.0,66.00349706634071
Manhattan Bridge Capital Inc,LOAN,Real Estate,5.31,5.1,5.425,-2.12,0.551,10.62,60739496.0,5.59,4.27,0.082100004,21937.0,65.68392277903496
Local Corporation,LOCM,Communication Services,0.0002,0.0002,0.0002,0.0,-48.58,,35499.0,0.0002,0.0001,,72.0,
Logitech International S.A.,LOGI,Technology,90.4,93.45,94.6,-4.44,0.566,23.359175,13884355584.0,102.59,61.19,0.0136,469262.0,47.21562896325072
Grand Canyon Education,LOPE,Consumer Defensive,139.98,140.27,140.05,-0.05,0.663,19.55028,4162781184.0,156.56,105.23,,193744.0,62.15469538630055
Lpl Investment Holdings Inc.,LPLA,Financial Services,272.94,272.24,273.22,-0.102,0.902,20.552711,20391047168.0,289.88,200.18,0.0044,512408.0,37.853073817774366
Liveperson,LPSN,Technology,0.7353,0.73,0.72,2.125,1.738,,65157944.0,6.41,0.45,,3356175.0,51.592387373716974
Lightpath Technologies,LPTH,Technology,1.26,1.32,1.3,-3.077,1.304,,48897324.0,2.0,1.12,,59203.0,64.86426694637251
Liquidity Services,LQDT,Consumer Cyclical,19.51,19.81,19.84,-1.663,1.349,30.484377,594709696.0,21.1,13.99,,109624.0,45.961933824730856
Lam Research Corp.,LRCX,Technology,1127.3,1115.48,1112.55,1.326,1.491,41.353634,147384336384.0,1129.5,574.42,0.0072000003,970877.0,88.60465908387279
Lake Shore Bancorp,LSBK,Financial Services,12.17,12.17,12.0,1.417,0.522,17.385715,69819776.0,13.15,9.51,0.060900003,2259.0,28.61882527323938
Lattice Semiconductor Corp.,LSCC,Technology,61.6,60.36,59.75,3.096,1.381,39.48718,8472833536.0,98.3,51.96,,2110765.0,72.83841504063162
Landstar System,LSTR,Industrials,175.32,174.14,173.24,1.201,0.805,26.930876,6269794304.0,208.62,161.13,0.0076,268513.0,32.34331380111426
Lightbridge Corp.,LTBR,Industrials,3.74,4.06,3.99,-6.266,2.551,,53985032.0,6.7,2.21,,199050.0,66.3246012542464
Learning Tree International,LTRE,Consumer Defensive,0.285,0.2,0.285,0.0,0.332,,6078936.0,0.75,0.2,,48.0,25.579418265272395
Lantronix,LTRX,Technology,3.75,3.62,3.64,3.022,2.139,,140925744.0,6.95,3.08,,240949.0,38.92314101456509
Lululemon Athletica Inc.,LULU,Consumer Cyclical,288.08,288.79,289.87,-0.618,1.256,23.120384,36010573824.0,516.39,283.49,,2409157.0,11.850707804822378
Luna Innovations Inc.,LUNA,Technology,2.91,2.83,2.86,1.748,1.542,,100968272.0,9.57,1.91,,557024.0,20.642620356231532
Lifeway Foods,LWAY,Consumer Defensive,11.96,11.93,11.92,0.336,1.008,14.070588,175900512.0,28.61,5.77,,208990.0,29.823482894403938
Lexicon Pharmaceuticals,LXRX,Healthcare,1.63,1.61,1.6,1.875,1.358,,589231936.0,3.73,0.92,,2646931.0,31.508464460296352
Lsi Industries Inc.,LYTS,Technology,14.1,13.96,13.9,1.439,0.854,15.326087,410730176.0,16.97,11.44,0.014400001,102027.0,60.88605435627377
Magnetek,MAG,Basic Materials,13.27,12.58,12.37,7.276,1.074,23.69643,1370220416.0,14.3,8.2,,740321.0,72.24283948719054
Manhattan Associates,MANH,Technology,246.23,243.51,242.17,1.677,1.502,80.73115,15160355840.0,266.94,182.97,,440809.0,75.35455676996574
Remark Media Inc,MARK,Technology,0.1113,0.1199,0.12,-7.25,2.703,,5135348.0,1.49,0.1,,560808.0,60.7527838905061
Marine Petroleum Trust,MARPS,Energy,3.94,3.91,3.9,1.026,0.185,9.85,7880000.0,6.5,3.77,0.0919,16500.0,40.50901576749069
Masimo Corp.,MASI,Healthcare,107.0,107.1,106.93,0.065,0.971,73.28767,5690495488.0,156.3,75.22,,686806.0,61.23016041980686
Mattel,MAT,Consumer Cyclical,16.31,16.03,16.02,1.81,0.865,19.890244,5611602432.0,22.64,15.87,,3398722.0,39.301125695668915
Matthews International Corp.,MATW,Industrials,24.05,23.5,23.52,2.253,1.097,22.476633,738573056.0,48.86,23.3,0.040799998,156052.0,53.67913980422143
J. W. Mays,MAYS,Real Estate,43.25,45.79,43.33,-0.185,-0.059,,87182488.0,56.12,42.01,,50.0,100.0
Mercantile Bank Corp.,MBWM,Financial Services,40.0,39.22,39.07,2.38,0.993,7.7519383,644832000.0,42.82,28.6,0.0358,63383.0,74.28110703889286
Macatawa Bank Corp.,MCBC,Financial Services,14.65,14.65,14.68,-0.204,0.531,54.259254,503397440.0,14.72,8.31,0.024500001,195165.0,86.498451304759
