Company,Ticker,Sector,Current Close,Open,Previous Close,Price Change (%),Beta,P/E Ratio,Market Cap,52-Week High,52-Week Low,Dividend Yield,Average Volume,RSI Score
Ligand Pharmaceuticals Inc.,LGND,Healthcare,91.71,87.78,86.88,5.559,0.918,17.142056,1647450880.0,94.57,49.24,,140216.0,80.68080636063293
Life Technologies Corp.,LIFE,Healthcare,1.9,1.86,1.85,2.703,1.188,,131120704.0,2.45,1.0801,,480976.0,42.50456606822319
Lincoln Educational Services Corp.,LINC,Consumer Defensive,11.98,12.1,12.09,-0.91,1.409,14.261905,376695520.0,13.05,6.0,,133288.0,69.3187203859143
Fidelity Southern Corp.,LION,,8.17,8.0809,8.23,-0.729,,,2358523648.0,12.84,6.83,,403344.0,50.68978959489198
Livedeal,LIVE,Consumer Cyclical,22.12,21.95,22.25,-0.584,0.842,,69545944.0,29.9,20.67,,7736.0,24.80935416487604
Lakeland Financial Corp.,LKFN,Financial Services,57.94,58.46,58.48,-0.923,0.668,16.005526,1477666944.0,73.22,44.47,0.0328,96583.0,37.678989139857435
Lkq Corp.,LKQ,Consumer Cyclical,41.25,41.67,41.76,-1.221,1.29,13.306452,11004510208.0,59.38,39.72,0.0287,1995318.0,35.760033444352004
Lemaitre Vascular,LMAT,Healthcare,83.62,82.93,82.86,0.917,0.886,55.377487,1876942976.0,84.15,44.27,0.0077,130696.0,66.04657055650364
Limoneira Co,LMNR,Consumer Defensive,19.94,19.66,19.76,0.911,0.471,,359139360.0,22.72,13.88,0.0152,43181.0,45.17557539475805
Manhattan Bridge Capital Inc,LOAN,Real Estate,5.54,5.49,5.44,1.838,0.551,11.08,63370396.0,5.58,4.27,0.0836,21147.0,84.56347617365195
Local Corporation,LOCM,Communication Services,0.0002,0.0002,0.0002,0.0,-48.58,,35499.0,0.0002,0.0001,,72.0,
Logitech International S.A.,LOGI,Technology,94.6,94.58,94.94,-0.358,0.566,24.444445,14515802112.0,102.59,60.37,0.0136,467945.0,24.253924104273537
Grand Canyon Education,LOPE,Consumer Defensive,140.05,142.94,143.15,-2.166,0.663,19.614847,4164862976.0,156.56,103.29,,193157.0,43.449409307522664
Lpl Investment Holdings Inc.,LPLA,Financial Services,273.22,273.64,272.52,0.257,0.902,20.589298,20411965440.0,289.88,200.18,0.0044,514783.0,31.31492984655783
Liveperson,LPSN,Technology,0.72,0.699,0.7162,0.531,1.738,,63802152.0,6.41,0.45,,3383645.0,73.50450022309819
Lightpath Technologies,LPTH,Technology,1.31,1.3,1.31,0.0,1.304,,50837692.0,2.0,1.12,,60808.0,52.4008659730992
Liquidity Services,LQDT,Consumer Cyclical,19.84,19.76,19.9,-0.302,1.349,31.0,604768832.0,21.1,13.99,,110283.0,71.98531955244259
Lam Research Corp.,LRCX,Technology,1112.55,1106.1,1101.61,0.993,1.491,40.887543,145455906816.0,1118.6787,574.42,0.0073,970426.0,68.54332025049254
Lake Shore Bancorp,LSBK,Financial Services,11.83,11.83,11.83,0.0,0.522,16.9,67869184.0,13.15,9.51,0.060900003,2288.0,34.50487097988916
Lattice Semiconductor Corp.,LSCC,Technology,59.75,61.01,61.67,-3.113,1.381,38.301285,8218373632.0,98.3,51.96,,2093132.0,42.103326278491274
Landstar System,LSTR,Industrials,173.24,177.61,178.22,-2.794,0.805,26.611366,6195408896.0,208.62,161.13,0.0074,266998.0,19.479131052037516
Lightbridge Corp.,LTBR,Industrials,3.99,4.02,4.08,-2.206,2.551,,57593656.0,6.7,2.21,,196722.0,68.80696029651854
Learning Tree International,LTRE,Consumer Defensive,0.285,0.2,0.285,0.0,0.332,,3768925.0,0.61,0.2,,25.0,100.0
Lantronix,LTRX,Technology,3.64,3.68,3.67,-0.817,2.139,,136791936.0,6.95,3.08,,241247.0,19.633684435311523
Lululemon Athletica Inc.,LULU,Consumer Cyclical,289.87,293.62,294.03,-1.415,1.256,23.245388,36234330112.0,516.39,288.11,,2408291.0,22.56282960596272
Luna Innovations Inc.,LUNA,Technology,2.86,3.08,3.03,-5.611,1.542,,99233416.0,9.57,1.91,,561181.0,49.84331412128002
Lifeway Foods,LWAY,Consumer Defensive,11.92,12.25,12.26,-2.773,1.008,14.023529,175312208.0,28.61,5.77,,210260.0,29.604993937963997
Lexicon Pharmaceuticals,LXRX,Healthcare,1.6,1.6,1.6,0.0,1.358,,578387200.0,3.73,0.92,,2659940.0,44.8331872418424
Lsi Industries Inc.,LYTS,Technology,13.9,14.08,14.11,-1.488,0.854,15.108695,404904224.0,16.97,11.44,0.014199999,102147.0,28.52573504517848
Magnetek,MAG,Basic Materials,12.37,12.37,12.43,-0.483,1.074,22.089285,1278414720.0,14.3,8.2,,760873.0,53.86289659828078
Manhattan Associates,MANH,Technology,242.17,245.76,246.22,-1.645,1.502,79.4,14910382080.0,266.94,182.97,,439708.0,73.77258044247147
Remark Media Inc,MARK,Technology,0.12,0.1148,0.12,0.0,2.703,,5536764.0,1.49,0.1,,563037.0,45.079943122572686
Marine Petroleum Trust,MARPS,Energy,3.9,3.8112,3.85,1.299,0.185,9.75,7800000.0,6.5,3.77,0.0919,16914.0,41.216677687804726
Masimo Corp.,MASI,Healthcare,106.93,111.0,112.65,-5.078,0.971,73.23972,5686772736.0,161.2,75.22,,680483.0,16.44004229478395
Mattel,MAT,Consumer Cyclical,16.02,16.24,16.23,-1.294,0.865,19.536587,5511825408.0,22.64,15.87,,3423857.0,24.360390305450764
Matthews International Corp.,MATW,Industrials,23.52,23.98,24.03,-2.122,1.097,21.981308,722296832.0,48.86,23.42,0.04,155311.0,18.134786847715006
J. W. Mays,MAYS,Real Estate,43.25,45.79,43.26,-0.023,-0.059,,87182488.0,56.12,42.01,,50.0,100.0
Mercantile Bank Corp.,MBWM,Financial Services,39.07,38.74,38.72,0.904,0.993,7.571706,629839680.0,42.82,27.62,0.036199998,63654.0,62.74779064756715
Macatawa Bank Corp.,MCBC,Financial Services,14.68,14.58,14.6,0.548,0.531,54.37037,504428288.0,14.72,8.31,0.0247,193813.0,71.96546562149987
Metrocorp Bancshares,MCBI,Financial Services,16.88,16.45,16.88,0.0,0.79,17.40206,107638016.0,18.65,15.25,0.0117999995,909.0,44.56453584796696
Madison County Financial Inc.,MCBK,Financial Services,22.05,22.05,22.05,0.0,0.157,15.206896,60227368.0,24.56,20.45,0.0136,136.0,28.77472830055902
Microchip Technology Inc.,MCHP,Technology,92.34,93.5,93.26,-0.986,1.538,26.534481,49576054784.0,100.57,68.75,0.0194,5853267.0,41.91628705864587
Marchex,MCHX,Communication Services,1.41,1.435,1.45,-2.759,1.998,,61586824.0,2.14,1.11,,36529.0,27.793427299550586
Monarch Casino & Resort,MCRI,Consumer Cyclical,66.45,66.72,66.84,-0.583,1.766,15.709219,1244967296.0,75.4,56.25,0.018,135273.0,32.17678967579427
Mondelez International Inc. Cl A,MDLZ,Consumer Defensive,65.24,65.88,66.16,-1.391,0.537,20.77707,87510327296.0,77.2,60.75,0.0257,7122862.0,47.091418180737136
Allscripts Healthcare Solutions,MDRX,Healthcare,9.65,9.55,9.55,1.047,0.627,11.220929,1038725952.0,14.09,5.01,,438519.0,41.35344203982605
Mimedx Group Inc,MDXG,Healthcare,6.83,6.81,6.81,0.294,1.981,13.134616,1008135296.0,9.27,5.57,,778003.0,46.118109493673686
Methes Energies International L,MEIL,Financial Services,0.02,0.02,0.017,17.647,9.253,,1886641.0,0.1,0.0155,,44103.0,54.92250422732865
Mei Pharma Inc,MEIP,Healthcare,2.81,2.8292,2.81,0.0,0.734,0.7168367,18722636.0,7.87,2.73,,17627.0,33.723069198286666
Mercadolibre,MELI,Consumer Cyclical,1722.05,1698.99,1683.75,2.275,1.597,77.46514,87303462912.0,1825.0,1081.37,,362408.0,54.50837976667978
Methanex Corp.,MEOH,Basic Materials,47.31,47.93,47.66,-0.734,1.873,19.153847,3193746688.0,56.43,38.31,0.0155,255134.0,30.228920671796118
Mercer International Inc.,MERC,Basic Materials,8.1,8.3,8.29,-2.292,1.381,,541482624.0,11.2,7.01,0.036199998,213508.0,29.785676369108813
Microfinancial Inc.,MFI,Technology,0.797,0.79,0.808,-1.361,,13.283334,10561605.0,14.49,0.761,,1775345.0,71.18601320762477
Multimedia Games,MGAM,Communication Services,0.0169,0.0169,0.023,-26.522,,,358896.0,0.99,0.012,,630539.0,37.32381618986973
Mge Energy Inc.,MGEE,Utilities,75.9,75.77,75.73,0.224,0.693,22.861446,2745750784.0,83.27,61.94,0.0226,168209.0,53.618695598764354
Magic Software Enterprises Ltd,MGIC,Technology,10.62,10.8,10.8,-1.667,1.06,14.749999,521434560.0,13.47,8.15,0.0378,49906.0,57.51485827618217
Mgp Ingredients,MGPI,Consumer Defensive,69.79,70.65,70.52,-1.035,0.593,16.117783,1536419840.0,124.96,68.94,0.0068,185926.0,47.37858760099015
Mcgrath Rentcorp,MGRC,Industrials,104.9,105.31,105.35,-0.427,0.762,20.85487,2575273984.0,130.86,89.91,0.018,125562.0,35.269372273870204
Magyar Bancorp,MGYR,Financial Services,11.3548,11.38,11.25,0.932,0.282,56.774002,74871960.0,12.0,9.0,0.0178,2622.0,62.66035682989855
Maiden Hldgs Ltd,MHLD,Financial Services,1.79,1.78,1.79,0.0,1.268,,179374112.0,2.55,1.19,,112906.0,22.01789671856301
The Middleby Corp.,MIDD,Industrials,120.02,119.36,119.85,0.142,1.609,16.715878,6453295104.0,161.01,109.59,,510157.0,26.37957342176246
Mitcham Industries,MIND,Technology,4.28,4.24,4.32,-0.926,1.16,,6016738.0,75.0,4.01,,15350.0,8.172649517427175
Mitek Systems Inc,MITK,Technology,10.87,11.04,11.1,-2.072,1.093,,508613824.0,16.24,9.47,,648227.0,26.125643900880718
Mks Instruments,MKSI,Technology,135.06,136.01,136.06,-0.735,1.647,,9075572736.0,139.2,63.44,0.0064999997,893436.0,48.39402473380697
Marketaxess Holdings,MKTX,Financial Services,204.4,203.56,204.4,0.0,1.026,30.014683,7746126336.0,297.97,192.42,0.0145000005,431729.0,51.00406019507145
Mesa Laboratories,MLAB,Technology,92.78,94.26,95.16,-2.501,0.859,,501846080.0,145.46,82.86,0.0067000003,42427.0,27.720396491945465
Moduslink Global Solutions Inc,MLNK,Technology,21.3,21.96,21.94,-2.917,1.019,,1633895296.0,25.88,14.89,,261013.0,73.43926154335912
Martin Midstream Partners L.P.,MMLP,Energy,3.25,3.24,3.25,0.0,2.226,32.5,126753576.0,3.42,1.98,0.0062,78803.0,51.48581752572975
Merit Medical Systems,MMSI,Healthcare,85.95,84.51,84.39,1.849,0.881,49.39655,4994184704.0,87.44,62.58,,362775.0,66.01497533442736
Makemytrip Limited,MMYT,Consumer Cyclical,90.72,87.24,86.66,4.685,1.305,52.13793,9959422976.0,92.13,26.99,,722444.0,52.86195042081168
Mind C.T.I. Ltd,MNDO,Technology,1.9,1.89,1.89,0.529,0.813,7.6,38535420.0,2.28,1.82,0.127,28313.0,49.40787176789112
Mannkind Corp.,MNKD,Healthcare,5.35,5.38,5.39,-0.742,1.318,133.75,1456890624.0,5.75,3.17,,2276954.0,76.07090539531477
Medicinova,MNOV,Healthcare,1.37,1.44,1.4,-2.143,0.724,,67193296.0,2.66,1.26,,24704.0,56.001239242821875
Monro Muffler Brake,MNRO,Consumer Cyclical,21.13,22.42,22.48,-6.005,1.123,17.90678,632228608.0,43.65,21.0,0.0498,659898.0,27.898559044381983
Monster Beverage Corp,MNST,Consumer Defensive,49.8,50.19,50.18,-0.757,0.757,31.518986,49074565120.0,61.23,47.13,,10151724.0,53.23112494184103
Manitex International,MNTX,Industrials,3.96,4.07,4.02,-1.493,0.785,8.425532,80641440.0,9.16,3.72,,80068.0,8.595313306046123
Midwestone Financial Group,MOFG,Financial Services,22.17,21.61,21.58,2.734,1.023,15.289655,349295008.0,27.78,19.19,0.044899996,40603.0,56.778739342994676
Morningstar,MORN,Financial Services,295.85,299.34,299.13,-1.097,1.175,59.52717,12646286336.0,316.06,198.75,0.0054,104659.0,42.6828761043653
Move Inc,MOVE,Healthcare,0.3075,0.325,0.325,-5.385,0.112,,30216520.0,1.5,0.24,,170663.0,56.07722021375278
Motorcar Parts Of America,MPAA,Consumer Cyclical,5.98,5.855,5.88,1.701,1.43,,117581152.0,10.4,4.36,,119806.0,32.79082502468222
Mid Penn Bancorp,MPB,Financial Services,21.9,21.63,21.63,1.248,0.582,9.480519,365495648.0,25.64,18.63,0.037,46606.0,58.88184561047403
Monolithic Power Systems,MPWR,Technology,846.2,864.59,851.82,-0.66,1.115,101.34132,41186246656.0,868.97,392.1,0.0058999998,484345.0,68.49967234239996
Monroe Capital Corporation,MRCC,Financial Services,7.51,7.39,7.44,0.941,1.096,751.00006,162713920.0,8.85,6.69,0.1344,64927.0,49.744500762179065
Mercury Computer Systems,MRCY,Industrials,30.48,30.1,30.1,1.262,0.678,,1808866048.0,40.95,25.31,,625024.0,47.83446370845128
Merge Healthcare Incorporated.,MRGE,Energy,0.0085,0.01,0.0085,0.0,-0.545,,4315569.0,0.08,0.002,,55881.0,43.69753191812169
Marten Transport,MRTN,Industrials,16.64,17.02,17.7,-5.989,0.791,23.771427,1353875328.0,23.38,15.33,0.0136,433142.0,22.07827497774791
Marvell Technology Group,MRVL,Technology,73.84,75.24,74.91,-1.428,1.46,,63915900928.0,85.76,46.07,0.0032,11333991.0,70.55967574264182
Middlesex Water Company,MSEX,Utilities,53.73,53.67,53.83,-0.186,0.791,26.59901,957930688.0,84.35,45.42,0.0242,117431.0,58.38421577906131
Microsoft Corp.,MSFT,Technology,459.54,467.0,466.24,-1.437,0.894,39.752594,3415443767296.0,468.35,309.45,0.0064,18918452.0,75.73554276270784
Microstrategy Inc.,MSTR,Technology,1301.77,1313.88,1290.58,0.867,3.114,,23090016256.0,1999.99,307.11,,1346614.0,24.964442730258384
Mannatech Inc.,MTEX,Consumer Defensive,7.25,7.09,7.09,2.257,1.165,,13664872.0,15.1,6.75,0.1003,686.0,47.10626884046009
Matrix Service Company,MTRX,Industrials,8.78,8.8,8.87,-1.015,1.226,,239771264.0,13.9,5.94,,289237.0,14.984481931615392
M/A-Com Technology Solutions Ho,MTSI,Technology,115.82,118.02,118.1,-1.931,1.694,130.13483,8351386624.0,118.765,63.11,,681827.0,75.83887497024655
Micron Technology,MU,Technology,131.14,131.81,130.69,0.344,1.179,,145413275648.0,157.54,61.75,0.0034999999,21462832.0,43.210177396481456
Microvision,MVIS,Technology,1.09,1.12,1.12,-2.679,3.032,,225259408.0,4.71,0.86,,2531242.0,49.685441628842774
Myriad Genetics,MYGN,Healthcare,25.24,25.16,25.26,-0.079,1.96,,2284421888.0,25.95,13.82,,783931.0,79.8102968973123
Myr Group,MYRG,Industrials,132.6,133.69,133.82,-0.912,0.993,25.797667,2223092224.0,181.02,110.87,,127686.0,23.493366123508395
Natural Alternatives International,NAII,Consumer Defensive,5.88,5.93,5.54,6.137,0.563,,36461116.0,7.62,5.06,,3968.0,50.27277252980566
Nasb Financial Inc.,NASB,Financial Services,34.0,34.5,34.35,-1.019,0.252,8.212561,251354864.0,34.5,25.51,0.0291,460.0,53.95408254585401
Nathan's Famous,NATH,Consumer Cyclical,69.705,70.11,69.95,-0.35,0.225,14.521874,284718432.0,82.0,61.35,0.0286,5549.0,58.43026209330032
National Interstate Corp.,NATL,Technology,28.25,28.6,28.75,-1.739,,,2037282688.0,29.575,18.415,,848759.0,49.73695353925708
Nature's Sunshine Products,NATR,Consumer Defensive,14.26,15.0,14.93,-4.488,0.862,16.77647,267086960.0,21.72,13.2,,65265.0,18.1821586257429
National American University Holdings,NAUH,Consumer Defensive,0.0521,0.0521,0.0521,0.0,-1.281,0.30647057,1288636.0,0.16,0.01,,1229.0,52.17588646973247
Neurocrine Biosciences,NBIX,Healthcare,143.3,142.12,142.24,0.745,0.367,38.940216,14421282816.0,148.37,94.16,,790536.0,53.663131624252756
Northeast Bancorp,NBN,Financial Services,59.74,59.0,59.24,0.844,1.086,8.206044,476587200.0,62.3,41.49,0.0007,23993.0,66.14236491794915
Nbt Bancorp Inc.,NBTB,Financial Services,38.77,38.05,38.1,1.759,0.513,15.027132,1827978368.0,43.77,30.31,0.0336,171201.0,65.53013802301892
Norwegian Cruise Line Holdings,NCLH,Consumer Cyclical,18.66,18.24,18.12,2.98,2.697,23.037037,8005904896.0,22.75,12.71,,14023555.0,58.219229485539486
National Cinemedia,NCMI,Communication Services,4.55,4.55,4.57,-0.438,2.027,0.26592636,439407648.0,5.9,2.75,,783967.0,44.614299036507184
The9 Limited,NCTY,Financial Services,8.93,9.1999,9.2,-2.935,1.905,,80253200.0,14.7,3.33,,37831.0,37.06066598806518
The Nasdaq Omx Group,NDAQ,Financial Services,60.81,60.7,60.44,0.612,0.949,32.51872,35058970624.0,64.25,46.88,0.0159,2537496.0,51.76740290104303
Noodles & Company,NDLS,Consumer Cyclical,1.5,1.57,1.585,-5.363,1.778,,68019448.0,3.98,1.11,,344342.0,61.62226144176641
Nordson Corp.,NDSN,Industrials,225.0,225.85,226.51,-0.667,0.909,26.849642,12885480448.0,279.38,208.91,0.012,250921.0,44.68191294962303
Northeast Community Bancorp,NECB,Financial Services,18.01,18.04,17.99,0.111,0.587,5.2815247,252728928.0,18.08,13.93,0.0222,35603.0,48.335882351040595
Neogenomics Inc,NEO,Healthcare,13.4,13.56,13.71,-2.261,1.18,,1711340800.0,21.22,11.03,,745393.0,38.421527004610404
Neogen Corp.,NEOG,Healthcare,14.73,15.12,15.08,-2.321,1.199,736.5,3190635776.0,24.1,11.46,,2293854.0,53.193108755683035
Neonode Inc.,NEON,Technology,2.45,2.39,2.38,2.941,1.826,,37630776.0,4.94,1.02,,78298.0,35.82440444459685
Newport Corp.,NEWP,Basic Materials,1.52,1.6,1.6,-5.0,1.197,,260322784.0,2.71,0.87,,282442.0,37.229072829113655
Newtek Business Services Inc.,NEWT,Financial Services,12.47,12.7,12.7,-1.811,1.356,8.258279,308430496.0,19.36,10.07,0.059,164252.0,40.36937959653224
Northfield Bancorp,NFBK,Financial Services,9.46,9.32,9.34,1.285,0.744,12.613334,419496128.0,13.48,6.98,0.0557,433621.0,83.61245584881414
Netflix,NFLX,Communication Services,685.74,690.0,685.74,0.0,1.266,47.620834,295486029824.0,697.49,344.73,,3443642.0,70.40754415701583
Nice-Systems Limited,NICE,Technology,172.72,173.96,173.72,-0.576,0.428,31.064749,10960413696.0,270.73,149.54,,671385.0,55.221325337957694
Nicholas Financial,NICK,Financial Services,6.26,6.2601,6.34,-1.262,0.926,,45629140.0,7.55,4.37,,4186.0,36.32956991303063
Ninetowns Internet Technology Group,NINE,Energy,1.54,1.62,1.67,-7.784,3.425,,54400344.0,5.585,1.37,,675285.0,41.269375668386125
National Bankshares,NKSH,Financial Services,28.32,27.98,28.15,0.604,0.53,12.530973,166911840.0,37.0,22.28,0.0519,16444.0,40.75467457107881
Nektar Therapeutics,NKTR,Healthcare,1.23,1.22,1.24,-0.806,0.667,,226344608.0,1.93,0.41,,2423114.0,64.78568455499706
Netlist,NLST,Technology,1.35,1.35,1.35,0.0,1.109,,347957120.0,3.83,1.0,,568140.0,51.67425831524578
Nn Inc.,NNBR,Industrials,3.0,3.0,3.02,-0.662,2.98,,150014400.0,5.4,1.63,,300063.0,23.726962116771148
Northrim Bancorp Inc,NRIM,Financial Services,56.33,55.58,55.65,1.222,0.746,10.980507,309791360.0,59.9,38.25,0.0438,17652.0,49.35237120434974
Insight Enterprises,NSIT,Technology,194.84,198.69,198.28,-1.735,1.487,24.508177,6343172096.0,212.44,131.59,,203981.0,47.77877052248543
Napco Security Technologies,NSSC,Industrials,53.75,54.75,54.66,-1.665,1.612,42.65873,1981902208.0,54.96,17.76,0.0073,403908.0,59.8634291619882
Nortech Systems Inc.,NSYS,Healthcare,13.24,13.66,13.39,-1.12,0.568,5.493776,36498444.0,19.15,7.45,,13021.0,55.460625356853306
Netapp,NTAP,Technology,132.09,130.02,130.12,1.514,1.257,28.529156,27184386048.0,132.935,70.82,0.0155,2051822.0,85.01797107798542
Netscout Systems,NTCT,Technology,17.94,18.59,18.64,-3.755,0.6,,1281197568.0,31.04,17.1,,735281.0,38.700389082994825
Netease Inc,NTES,Communication Services,93.54,92.45,91.73,1.973,0.532,14.570093,60354437120.0,118.9,81.3,0.028299998,1686795.0,38.08558423372774
Netgear,NTGR,Technology,14.4,14.5,14.53,-0.895,0.809,,418625280.0,15.93,10.4,,258329.0,70.94460718945346
Northern Technologies International,NTIC,Basic Materials,15.83,16.5,16.34,-3.121,0.634,32.979168,149238912.0,19.63,10.08,0.0171,66180.0,34.21825574867498
Northern Trust Corp.,NTRS,Financial Services,83.93,82.93,82.9,1.242,1.11,18.527594,17171406848.0,89.25,62.44,0.036199998,1200268.0,25.69741843700318
Netsol Technologies Inc.,NTWK,Technology,2.6803,2.68,2.63,1.913,1.1,,30569358.0,3.05,1.72,,17204.0,55.42541737386819
Neurometrix,NURO,Healthcare,3.65,3.65,3.71,-1.617,2.305,,7341902.0,7.92,2.7,,16542.0,31.316204757733445
Novavax,NVAX,Healthcare,11.84,12.06,12.06,-1.824,1.974,,1744008320.0,23.86,3.53,,16323568.0,52.48771895339649
Nvidia Corp.,NVDA,Technology,131.38,130.31,128.2,2.48,1.68,76.830414,3231724863488.0,140.76,39.23,0.00029999999,417336049.0,54.489496977830846
Nve Corp.,NVEC,Technology,71.14,72.0,72.48,-1.849,1.131,20.096045,343868000.0,97.32,64.14,0.0552,17881.0,46.86101340070341
Nova Measuring Instruments Ltd,NVMI,Technology,244.49,242.97,239.89,1.918,1.466,56.594906,7101530112.0,246.34,90.59,,184467.0,64.95292026442937
Northwest Bancshares,NWBI,Financial Services,11.51,11.27,11.29,1.949,0.621,11.284314,1464808704.0,13.07,9.8,0.0709,619588.0,66.22512422059546
Northwest Bioth New,NWBO,Healthcare,0.405,0.4081,0.4051,-0.025,-0.575,,490406400.0,1.09,0.3967,,1620565.0,29.00462723297339
Norwood Financial,NWFL,Financial Services,24.48,24.0,24.24,0.99,0.641,12.816754,198250544.0,34.5,23.5,0.0495,10103.0,64.5291292617412
National Western Life Insurance,NWLI,Financial Services,499.98,499.695,499.98,0.0,0.745,11.350285,1817937280.0,499.99,403.17,0.0007,26259.0,68.95925069081605
Northwest Pipe Company,NWPX,Industrials,32.54,32.53,32.88,-1.034,0.98,13.672269,322650048.0,36.92,25.67,,37480.0,30.721510239323138
News Corp Class B,NWS,Communication Services,28.56,28.1,28.1,1.637,1.344,77.189186,15924512768.0,28.92,19.36,0.0070999996,758337.0,61.964033075356554
News Corp Class A,NWSA,Communication Services,27.72,27.21,27.25,1.725,1.344,74.918915,15938279424.0,28.0,19.09,0.0073,2603647.0,64.39278400196349
Nxp Semiconductors N.V.,NXPI,Technology,274.91,277.25,277.22,-0.833,1.501,25.431082,70290087936.0,286.87,167.21,0.0146,1976345.0,57.66695326978185
Nexstar Broadcasting Group,NXST,Communication Services,166.89,164.97,165.02,1.133,1.495,14.107354,5478982144.0,187.32,132.3,0.040999997,346957.0,68.7252947711672
New York Mortgage Trust,NYMT,Real Estate,5.99,5.95,5.95,0.672,1.966,,546454528.0,10.63,5.65,0.1345,692768.0,50.53515826036231
Optical Cable Corp.,OCC,Technology,2.83,2.7899,2.68,5.597,0.45,,22335718.0,4.01,2.26,,3918.0,77.76332150895803
Oceanfirst Financial,OCFC,Financial Services,15.82,15.44,15.5,2.065,1.022,9.251462,928847552.0,19.58,12.01,0.051599998,281686.0,71.64031952136574
Old Dominion Freight Line,ODFL,Industrials,178.41,181.32,181.06,-1.464,1.003,31.35501,38765817856.0,227.8,165.49,0.0057,1884880.0,73.2509559212134
Oconee Federal Financial,OFED,Financial Services,12.6,12.6,12.6,0.0,0.252,17.260275,74134248.0,16.01,10.36,0.0317,119.0,0.0
Orthofix International N.V.,OFIX,Healthcare,14.69,14.1,14.14,3.89,1.053,,551305408.0,21.6,9.57,,304355.0,49.16813774910275
Omega Flex,OFLX,Industrials,48.84,50.065,51.02,-4.273,0.377,25.57068,493005600.0,100.5,48.795,0.026700001,32762.0,8.846618780927642
Ofs Capital Corporation,OFS,Financial Services,8.66,8.68,8.62,0.464,1.815,,116027544.0,12.44,8.42,0.1578,47655.0,15.454718083654484
Universal Display Corp.,OLED,Technology,221.38,223.36,222.45,-0.481,1.424,48.126087,10502156288.0,225.16,133.67,0.0072000003,311662.0,89.75791470229557
Grupo Aeroportuario Del Centro,OMAB,Industrials,68.41,67.28,67.22,1.77,1.014,11.918119,3302233088.0,100.21,50.23,0.0796,49519.0,22.318976592420057
Omnicell,OMCL,Healthcare,25.92,26.28,26.29,-1.407,0.801,,1190337152.0,75.07,25.13,,475827.0,38.15894956067732
Omeros Corp.,OMER,Healthcare,3.9,3.89,3.89,0.257,1.453,,225982384.0,5.84,0.92,,324093.0,42.287139930171385
Odyssey Marine Exploration,OMEX,Basic Materials,4.55,4.52,4.54,0.22,0.15,,92961512.0,5.572,2.85,,118913.0,37.22553457494439
Old National Bancorp Capital,ONB,Financial Services,16.98,16.59,16.67,1.86,0.826,9.178378,5416127488.0,17.82,12.36,0.0336,1736163.0,50.099546098521365
Oncolytics Biotech,ONCY,Healthcare,1.03,1.03,1.03,0.0,1.419,,77955240.0,3.37,0.88,,198006.0,71.2437268383839
Opentable,OPEN,Real Estate,1.9,1.82,1.81,4.972,2.701,,1313994368.0,5.41,1.68,,15070057.0,50.20428970338611
Optimumbank Holdings,OPHC,Financial Services,4.27,4.26,4.27,0.0,0.399,4.1862745,41140680.0,4.92,2.85,,13618.0,62.17294788427775
Old Point Financial Corp.,OPOF,Financial Services,14.78,14.6201,14.93,-1.005,0.287,11.730159,75017368.0,22.33,13.49,0.038,7595.0,56.77557539942357
Ocean Power Technologies,OPTT,Industrials,0.4221,0.42,0.4001,5.499,2.19,,25099586.0,0.77,0.12,,27523959.0,70.1124347193223
Orbit International Corp.,ORBT,Industrials,5.0,5.0,5.0,0.0,0.53,11.904762,16738900.0,6.32,3.5,0.0073,211.0,100.0
O'Reilly Automotive,ORLY,Consumer Cyclical,1015.62,1020.25,1022.79,-0.701,0.924,25.790249,59814027264.0,1169.11,860.1,,426616.0,67.62891820633071
Oramed Pharmaceuticl,ORMP,Healthcare,2.5,2.53,2.52,-0.794,1.784,9.615385,101572248.0,3.67,1.67,,133063.0,46.3634565348355
Orrstown Financial Services Inc,ORRF,Financial Services,26.94,27.1,27.04,-0.37,0.907,8.017858,518678528.0,29.79,18.91,0.0296,96737.0,55.05454576867736
Old Second Bancorp,OSBC,Financial Services,14.74,14.49,14.52,1.515,1.088,7.482233,661024128.0,16.76,13.0,0.0138,193506.0,56.51611541015747
Osi Systems,OSIS,Technology,135.6,137.49,137.94,-1.696,1.089,18.626373,2311803904.0,145.25,103.04,,99318.0,31.835402733540562
Orasure Technologies,OSUR,Healthcare,4.1,4.08,4.09,0.244,0.094,13.666666,303233120.0,8.45,3.92,,1228029.0,27.828708426960006
Open Text Corp.,OTEX,Technology,30.88,30.86,31.0,-0.387,1.132,49.80645,8322252800.0,45.47,27.54,0.0323,791236.0,76.8239319839486
Otter Tail Corp.,OTTR,Utilities,84.07,85.65,85.9,-2.13,0.546,11.548077,3515336704.0,99.49,68.96,0.0218,184400.0,39.07532202022756
Ohio Valley Banc,OVBC,Financial Services,21.1187,19.6,20.08,5.173,0.043,8.762946,101236080.0,25.95,19.35,0.0417,1680.0,51.50058348572184
Oak Valley Bancorp [Ca],OVLY,Financial Services,23.58,23.63,23.89,-1.298,0.346,7.10241,197118432.0,30.7,22.91,0.0188,11963.0,64.95924016963045
Oxford Lane Capital,OXLC,Financial Services,5.62,5.6,5.59,0.537,1.153,5.017857,1496605952.0,5.78,4.41,0.19319999,3590944.0,55.238799802068435
